LHS	RHS	LHS_supp_count	RULE_supp_count	LHS_supp	RULE_supp	RULE_conf	links
03-Vechicl.=1	01-H. not owned	265	205	0.17643142476697737	0.13648468708388814	0.7735849056603774	
03-Vechicl.=1	10-Husb.work.class=PrivateWorker	265	224	0.17643142476697737	0.14913448735019974	0.8452830188679246	
07-Wife:no college	11-Wife.work.class=PrivateWorker	272	215	0.1810918774966711	0.14314247669773636	0.7904411764705882	
07-Wife:no college	10-Husb.work.class=PrivateWorker	272	219	0.1810918774966711	0.14580559254327563	0.8051470588235294	
08-Husb.:other Asia	11-Wife.work.class=PrivateWorker	299	220	0.19906790945406125	0.14647137150466044	0.7357859531772575	
08-Husb.:other Asia	10-Husb.work.class=PrivateWorker	299	249	0.19906790945406125	0.16577896138482023	0.8327759197324415	
09-Wife:other Asia,10-Husb.work.class=PrivateWorker	08-Husb.:other Asia	260	218	0.17310252996005326	0.14513981358189082	0.8384615384615385	
08-Husb.:other Asia,10-Husb.work.class=PrivateWorker	09-Wife:other Asia	249	218	0.16577896138482023	0.14513981358189082	0.8755020080321285	
08-Husb.:other Asia,09-Wife:other Asia	10-Husb.work.class=PrivateWorker	260	218	0.17310252996005326	0.14513981358189082	0.8384615384615385	
09-Wife:other Asia	08-Husb.:other Asia	316	260	0.2103861517976032	0.17310252996005326	0.8227848101265823	
08-Husb.:other Asia	09-Wife:other Asia	299	260	0.19906790945406125	0.17310252996005326	0.8695652173913043	
06-Husb.:no college	11-Wife.work.class=PrivateWorker	308	222	0.20505992010652463	0.1478029294274301	0.7207792207792207	
06-Husb.:no college	10-Husb.work.class=PrivateWorker	308	233	0.20505992010652463	0.15512649800266312	0.7564935064935064	
09-Wife:other Asia	11-Wife.work.class=PrivateWorker	316	234	0.2103861517976032	0.15579227696404793	0.740506329113924	
09-Wife:other Asia,11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	234	200	0.15579227696404793	0.13315579227696406	0.8547008547008547	
09-Wife:other Asia,10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	260	200	0.17310252996005326	0.13315579227696406	0.7692307692307693	
09-Wife:other Asia	10-Husb.work.class=PrivateWorker	316	260	0.2103861517976032	0.17310252996005326	0.8227848101265823	
12-Husb.Income=04	11-Wife.work.class=PrivateWorker	395	284	0.262982689747004	0.18908122503328895	0.7189873417721518	
11-Wife.work.class=PrivateWorker,12-Husb.Income=04	10-Husb.work.class=PrivateWorker	284	236	0.18908122503328895	0.15712383488681758	0.8309859154929577	
10-Husb.work.class=PrivateWorker,12-Husb.Income=04	11-Wife.work.class=PrivateWorker	303	236	0.20173102529960052	0.15712383488681758	0.7788778877887789	
12-Husb.Income=04	10-Husb.work.class=PrivateWorker	395	303	0.262982689747004	0.20173102529960052	0.7670886075949367	
12-Husb.Income=05,NO	10-Husb.work.class=PrivateWorker	264	205	0.17576564580559254	0.13648468708388814	0.7765151515151515	
01-H. owned,12-Husb.Income=05	03-Vechicl.=2	270	202	0.17976031957390146	0.13448735019973368	0.7481481481481481	
02-Det. house,12-Husb.Income=05	01-H. owned	276	235	0.18375499334221038	0.15645805592543274	0.8514492753623188	
01-H. owned,12-Husb.Income=05	02-Det. house	270	235	0.17976031957390146	0.15645805592543274	0.8703703703703703	
02-Det. house,12-Husb.Income=05	10-Husb.work.class=PrivateWorker	276	201	0.18375499334221038	0.13382157123834887	0.7282608695652174	
